hour,day_of_week,is_weekend,access_frequency_24h,time_since_last_access_min,location_match,role_level,is_restricted_area,label
0.4545454545454546,0.0,0.0,0.17857142857142855,0.19037656903765687,1.0,1.0,0.0,0
0.5454545454545454,0.3333333333333333,0.0,0.0,0.3493723849372385,1.0,0.0,0.0,0
0.6818181818181819,1.0,1.0,0.07142857142857142,0.1924686192468619,1.0,0.0,0.0,0
0.5909090909090909,0.8333333333333333,1.0,0.2142857142857143,0.26359832635983266,1.0,0.0,0.0,1
0.6363636363636364,0.5,0.0,0.07142857142857142,0.07531380753138074,1.0,0.0,0.0,0
0.5,0.5,0.0,0.17857142857142855,0.2238493723849372,1.0,0.5,0.0,0
0.5,0.0,0.0,0.0,0.27615062761506276,1.0,0.5,0.0,0
0.36363636363636365,0.5,0.0,0.03571428571428571,0.22803347280334726,1.0,0.0,0.0,0
0.4545454545454546,0.5,0.0,0.17857142857142855,0.1820083682008368,1.0,0.0,0.0,0
0.5454545454545454,0.5,0.0,0.5,0.15481171548117154,1.0,1.0,0.0,1
0.5,0.0,0.0,0.14285714285714285,0.27824267782426776,1.0,0.5,0.0,0
0.6818181818181819,0.3333333333333333,0.0,0.17857142857142855,0.25313807531380755,1.0,0.0,0.0,0
0.5454545454545454,0.5,0.0,0.03571428571428571,0.1422594142259414,1.0,0.0,0.0,0
0.36363636363636365,0.0,0.0,0.10714285714285714,0.15690376569037656,1.0,0.0,0.0,0
0.4090909090909091,0.3333333333333333,0.0,0.17857142857142855,0.12761506276150625,1.0,0.0,0.0,0
0.4545454545454546,0.3333333333333333,0.0,0.0,0.4497907949790795,1.0,0.5,0.0,0
0.5,0.0,0.0,0.07142857142857142,0.060669456066945605,1.0,0.0,0.0,0
0.7272727272727273,1.0,1.0,0.03571428571428571,0.6799163179916318,1.0,0.0,0.0,1
0.6363636363636364,0.0,0.0,0.03571428571428571,0.3305439330543933,1.0,0.0,0.0,0
0.5909090909090909,0.5,0.0,0.14285714285714285,0.19874476987447695,1.0,1.0,0.0,0
0.5909090909090909,0.5,0.0,0.03571428571428571,0.3912133891213389,1.0,0.5,0.0,0
0.4090909090909091,0.0,0.0,0.17857142857142855,0.5230125523012552,1.0,1.0,1.0,0
0.045454545454545456,0.3333333333333333,0.0,0.2142857142857143,0.5439330543933054,1.0,0.0,0.0,1
0.5454545454545454,0.16666666666666666,0.0,0.07142857142857142,0.23849372384937237,1.0,0.0,0.0,0
0.6818181818181819,0.3333333333333333,0.0,0.0,0.2238493723849372,1.0,1.0,0.0,0
0.6818181818181819,0.3333333333333333,0.0,0.7142857142857143,0.9979079497907949,1.0,0.5,0.0,1
0.4090909090909091,0.16666666666666666,0.0,0.17857142857142855,0.2238493723849372,1.0,0.0,0.0,0
0.4090909090909091,0.3333333333333333,0.0,0.07142857142857142,0.3891213389121339,1.0,0.0,0.0,0
0.36363636363636365,0.5,0.0,0.0,0.23430962343096232,1.0,0.0,0.0,0
0.5454545454545454,0.0,0.0,0.14285714285714285,0.25313807531380755,1.0,0.0,0.0,0
0.6818181818181819,0.3333333333333333,0.0,0.10714285714285714,0.1820083682008368,1.0,1.0,1.0,0
0.4545454545454546,0.5,0.0,0.14285714285714285,0.11506276150627613,1.0,0.0,0.0,0
0.4545454545454546,0.0,0.0,0.10714285714285714,0.22594142259414224,1.0,0.0,0.0,0
0.4545454545454546,0.3333333333333333,0.0,0.2142857142857143,0.401673640167364,1.0,0.0,0.0,0
0.7272727272727273,0.6666666666666666,0.0,0.03571428571428571,0.33472803347280333,1.0,0.5,0.0,0
0.5454545454545454,0.5,0.0,0.0,0.16527196652719664,1.0,1.0,1.0,0
0.36363636363636365,0.0,0.0,0.07142857142857142,0.28451882845188287,1.0,0.0,0.0,0
0.5454545454545454,0.6666666666666666,0.0,0.07142857142857142,0.2594142259414226,1.0,0.0,0.0,0
0.5909090909090909,0.0,0.0,0.03571428571428571,0.47489539748953974,1.0,0.0,0.0,0
0.5454545454545454,0.6666666666666666,0.0,0.10714285714285714,0.4142259414225941,1.0,0.0,0.0,0
0.6818181818181819,0.3333333333333333,0.0,0.0,0.3598326359832636,1.0,1.0,0.0,0
0.6363636363636364,0.3333333333333333,0.0,0.0,0.4895397489539749,1.0,0.0,0.0,0
0.5454545454545454,0.0,0.0,0.07142857142857142,0.0815899581589958,1.0,0.5,0.0,0
0.4545454545454546,0.16666666666666666,0.0,0.10714285714285714,0.060669456066945605,1.0,1.0,1.0,0
0.36363636363636365,0.5,0.0,0.0,0.060669456066945605,1.0,0.5,0.0,0
0.36363636363636365,0.3333333333333333,0.0,0.07142857142857142,0.22175732217573219,1.0,0.0,0.0,0
0.13636363636363635,0.16666666666666666,0.0,0.03571428571428571,0.2719665271966527,1.0,0.0,0.0,1
0.6818181818181819,0.0,0.0,0.14285714285714285,0.18619246861924685,1.0,0.0,0.0,0
0.4090909090909091,0.5,0.0,0.10714285714285714,0.11715481171548116,1.0,0.5,0.0,0
0.4545454545454546,0.6666666666666666,0.0,0.03571428571428571,0.3305439330543933,1.0,0.5,0.0,0
0.4090909090909091,0.5,0.0,0.07142857142857142,0.1422594142259414,1.0,0.0,0.0,0
0.6818181818181819,0.5,0.0,0.0,0.17364016736401672,1.0,0.5,1.0,0
0.6363636363636364,0.0,0.0,0.0,0.2907949790794979,1.0,0.0,0.0,0
0.4090909090909091,0.3333333333333333,0.0,0.10714285714285714,0.21757322175732216,1.0,0.0,0.0,0
0.4545454545454546,0.0,0.0,0.07142857142857142,0.08577405857740585,1.0,0.5,0.0,0
0.7272727272727273,0.5,0.0,0.5357142857142857,0.7845188284518828,1.0,0.0,0.0,1
0.5909090909090909,0.3333333333333333,0.0,0.25,0.11297071129707112,1.0,0.5,1.0,0
0.4545454545454546,0.5,0.0,0.14285714285714285,0.19665271966527195,1.0,0.0,0.0,0
0.36363636363636365,0.6666666666666666,0.0,0.2142857142857143,0.805439330543933,0.0,1.0,1.0,1
0.5909090909090909,0.8333333333333333,1.0,0.10714285714285714,0.08577405857740585,1.0,0.0,0.0,0
0.5454545454545454,0.5,0.0,0.03571428571428571,0.26359832635983266,1.0,1.0,0.0,0
0.7727272727272727,0.16666666666666666,0.0,0.14285714285714285,0.16736401673640167,1.0,0.0,0.0,0
0.36363636363636365,0.3333333333333333,0.0,0.03571428571428571,0.2510460251046025,1.0,0.0,0.0,0
0.36363636363636365,0.5,0.0,0.0,0.1715481171548117,1.0,0.0,0.0,0
0.4545454545454546,0.3333333333333333,0.0,0.03571428571428571,0.27824267782426776,1.0,0.0,0.0,0
0.7272727272727273,0.6666666666666666,0.0,0.10714285714285714,0.2824267782426778,1.0,0.0,0.0,0
0.36363636363636365,0.5,0.0,0.0,0.21757322175732216,1.0,0.5,0.0,0
0.5,0.0,0.0,0.17857142857142855,0.3619246861924686,1.0,0.5,1.0,0
0.36363636363636365,0.6666666666666666,0.0,0.07142857142857142,0.3933054393305439,1.0,0.0,0.0,0
0.5,1.0,1.0,0.0,0.23849372384937237,1.0,0.0,0.0,0
0.5454545454545454,0.5,0.0,0.07142857142857142,0.33472803347280333,1.0,0.0,0.0,0
0.6363636363636364,0.0,0.0,0.17857142857142855,0.11087866108786609,1.0,0.0,0.0,0
0.6818181818181819,0.0,0.0,0.0,0.26778242677824265,1.0,1.0,1.0,0
0.4545454545454546,0.16666666666666666,0.0,0.10714285714285714,0.32426778242677823,1.0,0.0,0.0,0
0.6363636363636364,0.5,0.0,0.10714285714285714,0.303347280334728,1.0,0.0,0.0,0
0.5,0.5,0.0,0.2142857142857143,0.16945606694560666,1.0,0.5,0.0,0
0.36363636363636365,0.0,0.0,0.0,0.20502092050209203,1.0,0.5,0.0,0
0.6363636363636364,0.3333333333333333,0.0,0.10714285714285714,0.20083682008368198,1.0,0.5,0.0,0
0.5,0.0,0.0,0.14285714285714285,0.4895397489539749,1.0,1.0,0.0,0
0.36363636363636365,0.5,0.0,0.0,0.14435146443514643,1.0,0.0,0.0,0
0.6363636363636364,0.3333333333333333,0.0,0.17857142857142855,0.26359832635983266,1.0,0.0,0.0,0
0.7272727272727273,0.6666666666666666,0.0,0.14285714285714285,0.5188284518828452,1.0,0.0,0.0,0
0.4090909090909091,0.0,0.0,0.17857142857142855,0.18828451882845187,1.0,0.5,0.0,0
0.36363636363636365,0.16666666666666666,0.0,0.10714285714285714,0.1527196652719665,1.0,0.5,0.0,0
0.18181818181818182,0.3333333333333333,0.0,0.2142857142857143,0.9330543933054393,1.0,0.0,0.0,1
0.4545454545454546,0.6666666666666666,0.0,0.10714285714285714,0.4142259414225941,1.0,0.5,0.0,0
0.6818181818181819,0.0,0.0,0.07142857142857142,0.40794979079497906,1.0,0.0,0.0,0
0.7272727272727273,0.0,0.0,0.75,0.897489539748954,1.0,0.5,0.0,1
0.4545454545454546,0.6666666666666666,0.0,0.0,0.34518828451882844,1.0,1.0,0.0,0
0.5909090909090909,0.5,0.0,0.2142857142857143,0.0020920502092050207,0.0,0.5,0.0,1
0.5454545454545454,0.5,0.0,0.14285714285714285,0.18410041841004182,1.0,1.0,0.0,0
0.4545454545454546,0.16666666666666666,0.0,0.17857142857142855,0.15690376569037656,1.0,0.0,1.0,1
0.36363636363636365,0.3333333333333333,0.0,0.14285714285714285,0.4142259414225941,1.0,0.0,0.0,0
0.5909090909090909,0.5,0.0,0.10714285714285714,0.29916317991631797,1.0,0.0,0.0,0
0.7272727272727273,0.3333333333333333,0.0,0.0,0.4142259414225941,1.0,0.0,0.0,0
0.36363636363636365,0.16666666666666666,0.0,0.07142857142857142,0.4330543933054393,1.0,0.0,0.0,0
0.6818181818181819,0.0,0.0,0.0,0.40585774058577406,1.0,0.0,0.0,0
0.4545454545454546,0.0,0.0,0.14285714285714285,0.3054393305439331,1.0,0.0,0.0,0
0.5,0.5,0.0,0.07142857142857142,0.22803347280334726,1.0,0.0,0.0,0
0.0,0.3333333333333333,0.0,0.17857142857142855,0.9267782426778242,1.0,0.0,0.0,1
0.6363636363636364,0.3333333333333333,0.0,0.03571428571428571,0.18619246861924685,1.0,1.0,0.0,0
